ticker,10日平均売買代金,10日中央値売買代金,除外,銘柄名,市場・商品区分,33業種区分
1301.T,147848600.0,149966750.0,False,極洋,プライム（内国株式）,水産・農林業
130A.T,3675800.0,3088400.0,True,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,グロース（内国株式）,医薬品
1332.T,2217484065.0,2081187300.0,False,ニッスイ,プライム（内国株式）,水産・農林業
1333.T,499529845.0,465941875.0,False,Ｕｍｉｏｓ,プライム（内国株式）,水産・農林業
135A.T,400296300.0,357057500.0,False,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,グロース（内国株式）,情報・通信業
1375.T,35355090.0,31603050.0,True,ユキグニファクトリー,プライム（内国株式）,水産・農林業
1376.T,18897650.0,18333100.0,True,カネコ種苗,スタンダード（内国株式）,水産・農林業
1377.T,382902800.0,368647500.0,False,サカタのタネ,プライム（内国株式）,水産・農林業
1379.T,132571750.0,132087600.0,False,ホクト,プライム（内国株式）,水産・農林業
137A.T,1273400.0,1277550.0,True,Ｃｏｃｏｌｉｖｅ,グロース（内国株式）,情報・通信業
1380.T,868650.0,648700.0,True,秋川牧園,スタンダード（内国株式）,水産・農林業
1381.T,17340500.0,11089250.0,True,アクシーズ,スタンダード（内国株式）,水産・農林業
1382.T,1524230.0,1684100.0,True,ホーブ,スタンダード（内国株式）,水産・農林業
1383.T,4357350.0,3747150.0,True,ベルグアース,スタンダード（内国株式）,水産・農林業
1384.T,21893590.0,20399200.0,True,ホクリヨウ,スタンダード（内国株式）,水産・農林業
138A.T,2998500.0,2625500.0,True,光フードサービス,グロース（内国株式）,小売業
1401.T,3297130.0,3017200.0,True,エムビーエス,グロース（内国株式）,建設業
1407.T,984358110.0,878090700.0,False,ウエストホールディングス,スタンダード（内国株式）,建設業
1414.T,1644662280.0,1194995225.0,False,ショーボンドホールディングス,プライム（内国株式）,建設業
1417.T,754301120.0,674147850.0,False,ミライト・ワン,プライム（内国株式）,建設業
1418.T,16531570.0,15923200.0,True,インターライフホールディングス,スタンダード（内国株式）,建設業
1419.T,232060660.0,238368000.0,False,タマホーム,プライム（内国株式）,建設業
141A.T,2219263100.0,2118819750.0,False,トライアルホールディングス,グロース（内国株式）,小売業
1420.T,6955580.0,6598200.0,True,サンヨーホームズ,スタンダード（内国株式）,建設業
1429.T,53707700.0,51750750.0,True,日本アクア,プライム（内国株式）,建設業
142A.T,7451310.0,3236900.0,True,ジンジブ,グロース（内国株式）,サービス業
1430.T,24232740.0,17807050.0,True,ファーストコーポレーション,スタンダード（内国株式）,建設業
1431.T,7529590.0,7069350.0,True,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,建設業
1433.T,154562470.0,106313550.0,False,ベステラ,プライム（内国株式）,建設業
1434.T,48093380.0,33301600.0,True,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,建設業
1435.T,51484300.0,48565600.0,True,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,不動産業
1436.T,234659780.0,151298600.0,False,グリーンエナジー＆カンパニー,グロース（内国株式）,建設業
1438.T,9081840.0,3333000.0,True,岐阜造園,スタンダード（内国株式）,建設業
143A.T,913710.0,913500.0,True,イシン,グロース（内国株式）,サービス業
1443.T,11226050.0,9120250.0,True,技研ホールディングス,スタンダード（内国株式）,建設業
1444.T,2775430.0,2003000.0,True,ニッソウ,グロース（内国株式）,建設業
1446.T,1384590.0,1237400.0,True,キャンディル,スタンダード（内国株式）,建設業
1447.T,93029900.0,79123950.0,True,ＳＡＡＦホールディングス,グロース（内国株式）,建設業
1450.T,3839950.0,3880850.0,True,ＴＡＮＡＫＥＮ,スタンダード（内国株式）,建設業
145A.T,4079490.0,3273050.0,True,Ｌ　ｉｓ　Ｂ,グロース（内国株式）,情報・通信業
146A.T,188141650.0,153701250.0,False,コロンビア・ワークス,スタンダード（内国株式）,不動産業
147A.T,105108450.0,81946800.0,True,ソラコム,グロース（内国株式）,情報・通信業
148A.T,2966780.0,2374800.0,True,ハッチ・ワーク,グロース（内国株式）,情報・通信業
1491.T,24562770.0,12183450.0,True,中外鉱業,スタンダード（内国株式）,非鉄金属
149A.T,3514290.0,3643500.0,True,シンカ,グロース（内国株式）,情報・通信業
150A.T,230404480.0,176160300.0,False,ＪＳＨ,グロース（内国株式）,サービス業
1514.T,158092420.0,158029100.0,False,住石ホールディングス,スタンダード（内国株式）,鉱業
1515.T,2060782350.0,2084200000.0,False,日鉄鉱業,プライム（内国株式）,鉱業
1518.T,726729860.0,599302550.0,False,三井松島ホールディングス,プライム（内国株式）,その他製品
151A.T,5482020.0,4647500.0,True,ダイブグループ,グロース（内国株式）,サービス業
153A.T,206521350.0,191078600.0,False,カウリス,グロース（内国株式）,情報・通信業
155A.T,28125740.0,25568550.0,True,情報戦略テクノロジー,グロース（内国株式）,情報・通信業
156A.T,24580760.0,21244200.0,True,マテリアルグループ,グロース（内国株式）,サービス業
157A.T,9570990.0,8335500.0,True,グリーンモンスター,グロース（内国株式）,サービス業
1605.T,22784960710.0,22503764550.0,False,ＩＮＰＥＸ,プライム（内国株式）,鉱業
160A.T,12531170.0,11247350.0,True,アズパートナーズ,スタンダード（内国株式）,サービス業
1662.T,2774918650.0,2839531800.0,False,石油資源開発,プライム（内国株式）,鉱業
1663.T,337168150.0,327141900.0,False,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,鉱業
166A.T,284784840.0,286657200.0,False,タスキホールディングス,プライム（内国株式）,不動産業
167A.T,426172950.0,423103000.0,False,リョーサン菱洋ホールディングス,プライム（内国株式）,卸売業
168A.T,3926970.0,1600800.0,True,イタミアート,グロース（内国株式）,その他製品
1711.T,5182710.0,4848450.0,True,ＳＤＳホールディングス,スタンダード（内国株式）,建設業
1716.T,25999080.0,25948000.0,True,第一カッター興業,スタンダード（内国株式）,建設業
1717.T,8342290.0,6505250.0,True,明豊ファシリティワークス,スタンダード（内国株式）,サービス業
1718.T,6967600.0,4950000.0,True,美樹工業,スタンダード（内国株式）,建設業
1719.T,1269043145.0,1236975600.0,False,安藤・間,プライム（内国株式）,建設業
1720.T,340761760.0,314283700.0,False,東急建設,プライム（内国株式）,建設業
1721.T,3519652540.0,2391143100.0,False,コムシスホールディングス,プライム（内国株式）,建設業
1723.T,545649830.0,471465000.0,False,日本電技,スタンダード（内国株式）,建設業
1724.T,1604760.0,1367300.0,True,シンクレイヤ,スタンダード（内国株式）,建設業
1736.T,7767840.0,8583000.0,True,オーテック,スタンダード（内国株式）,建設業
173A.T,2224720.0,2030400.0,True,ハンモック,グロース（内国株式）,情報・通信業
1758.T,7438810.0,2924400.0,True,太洋基礎工業,スタンダード（内国株式）,建設業
175A.T,11943860.0,2794750.0,True,Ｗｉｌｌ　Ｓｍａｒｔ,グロース（内国株式）,情報・通信業
1762.T,145242200.0,142135000.0,False,高松コンストラクショングループ,プライム（内国株式）,建設業
1764.T,1488570.0,1206250.0,True,工藤建設,スタンダード（内国株式）,建設業
1766.T,286167500.0,269589500.0,False,東建コーポレーション,プライム（内国株式）,建設業
1768.T,2785680.0,2766750.0,True,ソネック,スタンダード（内国株式）,建設業
1770.T,19127190.0,13345950.0,True,藤田エンジニアリング,スタンダード（内国株式）,建設業
177A.T,2256960.0,1958950.0,True,コージンバイオ,グロース（内国株式）,化学
1780.T,32701300.0,31885400.0,True,ヤマウラ,プライム（内国株式）,建設業
1783.T,480994330.0,466730100.0,False,ｆａｎｔａｓｉｓｔａ,スタンダード（内国株式）,不動産業
1786.T,131187260.0,139542450.0,False,オリエンタル白石,プライム（内国株式）,建設業
1787.T,900500.0,844000.0,True,ナカボーテック,スタンダード（内国株式）,建設業
1788.T,1261750.0,1024500.0,True,三東工業社,スタンダード（内国株式）,建設業
1793.T,3077490.0,2835650.0,True,大本組,スタンダード（内国株式）,建設業
1795.T,1373600.0,849500.0,True,マサル,スタンダード（内国株式）,建設業
1798.T,1171660.0,1062450.0,True,守谷商会,スタンダード（内国株式）,建設業
1799.T,54679900.0,54993500.0,True,第一建設工業,スタンダード（内国株式）,建設業
1801.T,11197804100.0,11020913500.0,False,大成建設,プライム（内国株式）,建設業
1802.T,7769295200.0,7032502000.0,False,大林組,プライム（内国株式）,建設業
1803.T,8681795670.0,9267728375.0,False,清水建設,プライム（内国株式）,建設業
1807.T,1802460.0,1346600.0,True,佐藤渡辺,スタンダード（内国株式）,建設業
1808.T,2528827880.0,2788679950.0,False,長谷工コーポレーション,プライム（内国株式）,建設業
1810.T,49854640.0,43084000.0,True,松井建設,スタンダード（内国株式）,建設業
1811.T,13400100.0,14341000.0,True,錢高組,スタンダード（内国株式）,建設業
1812.T,10567926690.0,10012459850.0,False,鹿島建設,プライム（内国株式）,建設業
1813.T,230983560.0,229802200.0,False,不動テトラ,プライム（内国株式）,建設業
1814.T,205353300.0,204114250.0,False,大末建設,プライム（内国株式）,建設業
1815.T,297786950.0,284548000.0,False,鉄建建設,プライム（内国株式）,建設業
1820.T,654916320.0,625136400.0,False,西松建設,プライム（内国株式）,建設業
1822.T,160167030.0,139514200.0,False,大豊建設,スタンダード（内国株式）,建設業
1826.T,8828770.0,4714900.0,True,佐田建設,スタンダード（内国株式）,建設業
1827.T,18792030.0,13221550.0,True,ナカノフドー建設,スタンダード（内国株式）,建設業
1828.T,23553310.0,20360600.0,True,田辺工業,スタンダード（内国株式）,建設業
1833.T,776975300.0,751552500.0,False,奥村組,プライム（内国株式）,建設業
1835.T,266461750.0,232950500.0,False,東鉄工業,プライム（内国株式）,建設業
1840.T,6648140.0,5686750.0,True,土屋ホールディングス,スタンダード（内国株式）,建設業
1844.T,129793960.0,38916500.0,True,大盛工業,スタンダード（内国株式）,建設業
1847.T,84246150.0,87817500.0,True,イチケン,スタンダード（内国株式）,建設業
1848.T,17613560.0,10392950.0,True,富士ピー・エス,スタンダード（内国株式）,建設業
184A.T,2177960.0,794400.0,True,学びエイド,グロース（内国株式）,情報・通信業
1850.T,11301350.0,6695900.0,True,南海辰村建設,スタンダード（内国株式）,建設業
1852.T,295129000.0,266439800.0,False,淺沼組,プライム（内国株式）,建設業
1853.T,5605250.0,4941900.0,True,森組,スタンダード（内国株式）,建設業
1860.T,1049432445.0,1043071500.0,False,戸田建設,プライム（内国株式）,建設業
1861.T,1089047120.0,1067056100.0,False,熊谷組,プライム（内国株式）,建設業
1866.T,13375000.0,11192700.0,True,北野建設,スタンダード（内国株式）,建設業
1867.T,12027830.0,8357250.0,True,植木組,スタンダード（内国株式）,建設業
186A.T,3784208220.0,3657906450.0,False,アストロスケールホールディングス,グロース（内国株式）,サービス業
1870.T,216134620.0,206588600.0,False,矢作建設工業,プライム（内国株式）,建設業
1871.T,202704610.0,187898400.0,False,ピーエス・コンストラクション,プライム（内国株式）,建設業
1873.T,26270800.0,20943750.0,True,日本ハウスホールディングス,プライム（内国株式）,建設業
1878.T,4238495950.0,3974813500.0,False,大東建託,プライム（内国株式）,不動産業
1879.T,441694810.0,395278650.0,False,新日本建設,プライム（内国株式）,建設業
1882.T,497393940.0,510192300.0,False,東亜道路工業,プライム（内国株式）,建設業
1885.T,871112230.0,857776400.0,False,東亜建設工業,プライム（内国株式）,建設業
1887.T,110499960.0,105590400.0,False,日本国土開発,プライム（内国株式）,建設業
1888.T,53082400.0,45298000.0,True,若築建設,プライム（内国株式）,建設業
1893.T,3837284750.0,4202012200.0,False,五洋建設,プライム（内国株式）,建設業
1897.T,4090650.0,3146250.0,True,金下建設,スタンダード（内国株式）,建設業
1898.T,202901220.0,194354100.0,False,世紀東急工業,プライム（内国株式）,建設業
1899.T,206251100.0,209275500.0,False,福田組,プライム（内国株式）,建設業
189A.T,2446740.0,1988050.0,True,Ｄ＆Ｍカンパニー,グロース（内国株式）,サービス業
1904.T,56589200.0,51322000.0,True,大成温調,スタンダード（内国株式）,建設業
1905.T,6484120.0,3763600.0,True,テノックス,スタンダード（内国株式）,建設業
190A.T,20473390.0,20758800.0,True,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,グロース（内国株式）,医薬品
1911.T,6326622180.0,6405893500.0,False,住友林業,プライム（内国株式）,建設業
1914.T,19192960.0,19149100.0,True,日本基礎技術,スタンダード（内国株式）,建設業
1921.T,28766250.0,21750250.0,True,巴コーポレーション,スタンダード（内国株式）,建設業
1925.T,8061406330.0,7157259000.0,False,大和ハウス工業,プライム（内国株式）,建設業
1926.T,509080950.0,474513250.0,False,ライト工業,プライム（内国株式）,建設業
1928.T,8830606280.0,8414248400.0,False,積水ハウス,プライム（内国株式）,建設業
1929.T,117765200.0,111231750.0,False,日特建設,プライム（内国株式）,建設業
192A.T,1651450.0,1797500.0,True,インテグループ,グロース（内国株式）,サービス業
1930.T,75417080.0,78164800.0,True,北陸電気工事,プライム（内国株式）,建設業
1934.T,313939180.0,304686100.0,False,ユアテック,プライム（内国株式）,建設業
1938.T,171305420.0,148637800.0,False,日本リーテック,プライム（内国株式）,建設業
1939.T,189004720.0,173725950.0,False,四電工,プライム（内国株式）,建設業
1941.T,386345000.0,378524000.0,False,中電工,プライム（内国株式）,建設業
1942.T,3773074300.0,3346340800.0,False,関電工,プライム（内国株式）,建設業
1944.T,3765032990.0,3633216950.0,False,きんでん,プライム（内国株式）,建設業
1945.T,341527650.0,333647500.0,False,東京エネシス,プライム（内国株式）,建設業
1946.T,363268930.0,360973000.0,False,トーエネック,プライム（内国株式）,建設業
1948.T,40554100.0,25124000.0,True,弘電社,スタンダード（内国株式）,建設業
194A.T,231713580.0,97275900.0,True,ＷＯＬＶＥＳ　ＨＡＮＤ,グロース（内国株式）,サービス業
1950.T,389373500.0,325716750.0,False,日本電設工業,プライム（内国株式）,建設業
1951.T,1128330365.0,1099065375.0,False,エクシオグループ,プライム（内国株式）,建設業
1952.T,414160150.0,408699000.0,False,新日本空調,プライム（内国株式）,建設業
1959.T,1375445140.0,1270271350.0,False,クラフティア,プライム（内国株式）,建設業
195A.T,16488050.0,12687000.0,True,ＭＵＳＣＡＴ　ＧＲＯＵＰ,グロース（内国株式）,サービス業
1960.T,21947540.0,19278450.0,True,サンテック,スタンダード（内国株式）,建設業
1961.T,1113618450.0,1009268700.0,False,三機工業,プライム（内国株式）,建設業
1963.T,3369339790.0,3405470225.0,False,日揮ホールディングス,プライム（内国株式）,建設業
1964.T,85150300.0,73104000.0,True,中外炉工業,プライム（内国株式）,建設業
1965.T,482845900.0,433983000.0,False,テクノ菱和,スタンダード（内国株式）,建設業
1966.T,3796370.0,2950500.0,True,高田工業所,スタンダード（内国株式）,建設業
1967.T,32492720.0,26705800.0,True,ヤマト,スタンダード（内国株式）,建設業
1968.T,318704750.0,315387950.0,False,太平電業,プライム（内国株式）,建設業
1969.T,2396073960.0,2410037700.0,False,高砂熱学工業,プライム（内国株式）,建設業
196A.T,32947770.0,25417700.0,True,ＭＦＳ,グロース（内国株式）,その他金融業
1972.T,35452080.0,26234650.0,True,三晃金属工業,スタンダード（内国株式）,建設業
1975.T,236532450.0,203053500.0,False,朝日工業社,プライム（内国株式）,建設業
1976.T,113903270.0,98236700.0,True,明星工業,プライム（内国株式）,建設業
1979.T,696002550.0,610670750.0,False,大氣社,プライム（内国株式）,建設業
197A.T,103038840.0,87964800.0,True,タウンズ,スタンダード（内国株式）,医薬品
1980.T,1426609980.0,1426288700.0,False,ダイダン,プライム（内国株式）,建設業
1981.T,2117750.0,1393950.0,True,協和日成,スタンダード（内国株式）,建設業
1982.T,283769500.0,246103000.0,False,日比谷総合設備,プライム（内国株式）,建設業
198A.T,4691050.0,3043650.0,True,ＰｏｓｔＰｒｉｍｅ,グロース（内国株式）,情報・通信業
1992.T,149300.0,0.0,True,神田通信機,スタンダード（内国株式）,建設業
1994.T,5707740.0,3478250.0,True,高橋カーテンウォール工業,スタンダード（内国株式）,建設業
1997.T,4538150.0,4176250.0,True,暁飯島工業,スタンダード（内国株式）,建設業
2001.T,448731100.0,419752000.0,False,ニップン,プライム（内国株式）,食料品
2002.T,1960746165.0,1940302300.0,False,日清製粉グループ本社,プライム（内国株式）,食料品
2003.T,38069440.0,35303150.0,True,日東富士製粉,スタンダード（内国株式）,食料品
2004.T,187481900.0,173462500.0,False,昭和産業,プライム（内国株式）,食料品
2009.T,11478540.0,11200250.0,True,鳥越製粉,スタンダード（内国株式）,食料品
2053.T,129888690.0,137106800.0,False,中部飼料,プライム（内国株式）,食料品
2055.T,2480820.0,2339200.0,True,日和産業,スタンダード（内国株式）,食料品
205A.T,31558830.0,29888900.0,True,ロゴスホールディングス,グロース（内国株式）,建設業
2060.T,116005730.0,110691600.0,False,フィード・ワン,プライム（内国株式）,食料品
206A.T,16893880.0,12113600.0,True,ＰＲＩＳＭ　ＢｉｏＬａｂ,グロース（内国株式）,医薬品
208A.T,16937250.0,14633700.0,True,構造計画研究所ホールディングス,スタンダード（内国株式）,情報・通信業
2108.T,184791500.0,154544000.0,False,日本甜菜製糖,プライム（内国株式）,食料品
2109.T,201541850.0,207824000.0,False,ＤＭ三井製糖,プライム（内国株式）,食料品
2112.T,12213560.0,10941700.0,True,塩水港精糖,スタンダード（内国株式）,食料品
2114.T,9894620.0,8734900.0,True,フジ日本,スタンダード（内国株式）,食料品
2117.T,51953050.0,45913600.0,True,ウェルネオシュガー,プライム（内国株式）,食料品
211A.T,20880950.0,9682750.0,True,カドス・コーポレーション,スタンダード（内国株式）,建設業
2120.T,218625400.0,152915050.0,False,ＬＩＦＵＬＬ,プライム（内国株式）,サービス業
2121.T,1142510900.0,1139522500.0,False,ＭＩＸＩ,プライム（内国株式）,情報・通信業
2122.T,9634470.0,7467900.0,True,インタースペース,スタンダード（内国株式）,サービス業
2124.T,471000830.0,486595900.0,False,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業
2127.T,2579093765.3033447,2612995269.256592,False,日本Ｍ＆Ａセンターホールディングス,プライム（内国株式）,サービス業
212A.T,569559530.0,433990000.0,False,フィットイージー,プライム（内国株式）,サービス業
2130.T,53250960.0,55677700.0,True,メンバーズ,プライム（内国株式）,サービス業
2134.T,40030570.0,30843300.0,True,北浜キャピタルパートナーズ,スタンダード（内国株式）,サービス業
2136.T,3137390.0,850200.0,True,ヒップ,スタンダード（内国株式）,サービス業
2138.T,12757450.0,10570800.0,True,クルーズ,スタンダード（内国株式）,情報・通信業
2139.T,1065530.0,1142200.0,True,中広,スタンダード（内国株式）,サービス業
2146.T,1017565090.0,949919600.0,False,ＵＴグループ,プライム（内国株式）,サービス業
2148.T,46089160.0,47449200.0,True,アイティメディア,プライム（内国株式）,サービス業
2152.T,706890.0,456450.0,True,幼児活動研究会,スタンダード（内国株式）,サービス業
2153.T,82847650.0,80716200.0,True,Ｅ・Ｊホールディングス,プライム（内国株式）,サービス業
2154.T,299056080.0,281760550.0,False,オープンアップグループ,プライム（内国株式）,サービス業
2156.T,1254020.0,956150.0,True,セーラー広告,スタンダード（内国株式）,サービス業
2157.T,525792600.0,524862900.0,False,コシダカホールディングス,プライム（内国株式）,サービス業
2158.T,99682900.0,91796800.0,True,ＦＲＯＮＴＥＯ,グロース（内国株式）,サービス業
215A.T,4418830290.0,3103692400.0,False,タイミー,グロース（内国株式）,サービス業
2160.T,3060788110.0,2569034200.0,False,ジーエヌアイグループ,グロース（内国株式）,医薬品
2163.T,56131850.0,20005850.0,True,アルトナー,プライム（内国株式）,サービス業
2164.T,7806660.0,7484300.0,True,地域新聞社,スタンダード（内国株式）,サービス業
2168.T,235563660.0,224733900.0,False,パソナグループ,プライム（内国株式）,サービス業
2169.T,4104050.0,3640500.0,True,ＣＤＳ,スタンダード（内国株式）,サービス業
2170.T,154418760.0,152312000.0,False,リンクアンドモチベーション,プライム（内国株式）,サービス業
2173.T,6062260.0,5566100.0,True,博展,グロース（内国株式）,サービス業
2175.T,1001694280.0,1038309700.0,False,エス・エム・エス,プライム（内国株式）,サービス業
2179.T,847810.0,781550.0,True,成学社,スタンダード（内国株式）,サービス業
2181.T,3086995139.3884277,2786598715.7836914,False,パーソルホールディングス,プライム（内国株式）,サービス業
2183.T,6440330.0,4416850.0,True,リニカル,スタンダード（内国株式）,サービス業
2185.T,2927130.0,2887600.0,True,シイエム・シイ,スタンダード（内国株式）,サービス業
2186.T,4026930.0,2920000.0,True,ソーバル,スタンダード（内国株式）,サービス業
218A.T,390431560.0,251537600.0,False,Ｌｉｂｅｒａｗａｒｅ,グロース（内国株式）,精密機器
2193.T,24693360.0,23895200.0,True,クックパッド,スタンダード（内国株式）,サービス業
2195.T,24749440.0,19100450.0,True,アミタホールディングス,グロース（内国株式）,サービス業
2198.T,22341120.0,15811450.0,True,アイ・ケイ・ケイホールディングス,プライム（内国株式）,サービス業
219A.T,1054032350.0,934441400.0,False,Ｈｅａｒｔｓｅｅｄ,グロース（内国株式）,医薬品
2201.T,807242025.0,840486600.0,False,森永製菓,プライム（内国株式）,食料品
2204.T,28553000.0,28213000.0,True,中村屋,スタンダード（内国株式）,食料品
2206.T,811117960.0,737637200.0,False,江崎グリコ,プライム（内国株式）,食料品
2207.T,150852800.0,134422500.0,False,ｍｅｉｔｏ,プライム（内国株式）,食料品
2208.T,11061000.0,8749750.0,True,ブルボン,スタンダード（内国株式）,食料品
2209.T,49078620.0,43551800.0,True,井村屋グループ,プライム（内国株式）,食料品
220A.T,2588660.0,1466050.0,True,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,スタンダード（内国株式）,情報・通信業
2211.T,62917800.0,62413150.0,True,不二家,プライム（内国株式）,食料品
2212.T,2477898210.0,2259577850.0,False,山崎製パン,プライム（内国株式）,食料品
2215.T,4832420.0,3079350.0,True,第一屋製パン,スタンダード（内国株式）,食料品
2216.T,60127840.0,56021300.0,True,カンロ,スタンダード（内国株式）,食料品
2217.T,38971930.0,33510950.0,True,モロゾフ,プライム（内国株式）,食料品
2220.T,308077220.0,265728900.0,False,亀田製菓,プライム（内国株式）,食料品
2221.T,8069250.0,7020750.0,True,岩塚製菓,スタンダード（内国株式）,食料品
2222.T,2152645450.0,1823813125.0,False,寿スピリッツ,プライム（内国株式）,食料品
2224.T,5745800.0,5568750.0,True,コモ,スタンダード（内国株式）,食料品
2226.T,13006000.0,10789500.0,True,湖池屋,スタンダード（内国株式）,食料品
2229.T,802814860.0,774985650.0,False,カルビー,プライム（内国株式）,食料品
2264.T,2354177445.0,2470961300.0,False,森永乳業,プライム（内国株式）,食料品
2266.T,105720840.0,58801550.0,True,六甲バター,プライム（内国株式）,食料品
2267.T,2867300205.0,2721241100.0,False,ヤクルト本社,プライム（内国株式）,食料品
2268.T,24625100.0,20516750.0,True,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,食料品
2269.T,4201161470.0,3830780900.0,False,明治ホールディングス,プライム（内国株式）,食料品
2270.T,519696250.0,487265000.0,False,雪印メグミルク,プライム（内国株式）,食料品
2281.T,433818840.0,391351950.0,False,プリマハム,プライム（内国株式）,食料品
2282.T,3706378860.0,3369181950.0,False,日本ハム,プライム（内国株式）,食料品
2286.T,15627710.0,12255100.0,True,林兼産業,スタンダード（内国株式）,食料品
2288.T,343018150.0,327685050.0,False,丸大食品,プライム（内国株式）,食料品
228A.T,1987620.0,1940050.0,True,オプロ,グロース（内国株式）,情報・通信業
2291.T,1078400.0,688500.0,True,福留ハム,スタンダード（内国株式）,食料品
2292.T,329309100.0,314623350.0,False,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,食料品
2293.T,4120990.0,2290000.0,True,滝沢ハム,スタンダード（内国株式）,食料品
2294.T,57998850.0,40016200.0,True,柿安本店,プライム（内国株式）,食料品
2296.T,691739550.0,529000000.0,False,伊藤ハム米久ホールディングス,プライム（内国株式）,食料品
2300.T,1167830.0,799150.0,True,きょくとう,スタンダード（内国株式）,サービス業
2301.T,209250950.0,160609550.0,False,学情,プライム（内国株式）,サービス業
2303.T,17537770.0,13969700.0,True,ドーン,スタンダード（内国株式）,情報・通信業
2304.T,3847290.0,3861250.0,True,ＣＳＳホールディングス,スタンダード（内国株式）,サービス業
2305.T,40356390.0,39983000.0,True,スタジオアリス,スタンダード（内国株式）,サービス業
2307.T,42244260.0,43469650.0,True,クロスキャット,プライム（内国株式）,情報・通信業
2311.T,7716070.0,5711750.0,True,エプコ,スタンダード（内国株式）,サービス業
2315.T,335898300.0,336416400.0,False,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,情報・通信業
2317.T,347503030.0,320349500.0,False,システナ,プライム（内国株式）,情報・通信業
2321.T,428898120.0,69245700.0,True,ソフトフロントホールディングス,グロース（内国株式）,情報・通信業
2323.T,21084630.0,12255400.0,True,ｆｏｎｆｕｎ,スタンダード（内国株式）,情報・通信業
2325.T,87694700.0,87582500.0,True,ＮＪＳ,プライム（内国株式）,サービス業
2326.T,644278050.0,716424000.0,False,デジタルアーツ,プライム（内国株式）,情報・通信業
2327.T,1387471800.0,766092300.0,False,日鉄ソリューションズ,プライム（内国株式）,情報・通信業
2329.T,26882790.0,22938000.0,True,東北新社,スタンダード（内国株式）,情報・通信業
2330.T,902600250.0,192565250.0,False,フォーサイド,スタンダード（内国株式）,情報・通信業
2331.T,1650440400.0,1414955250.0,False,ＡＬＳＯＫ,プライム（内国株式）,サービス業
2332.T,10380730.0,10030800.0,True,クエスト,スタンダード（内国株式）,情報・通信業
2334.T,436772960.0,430279750.0,False,イオレ,グロース（内国株式）,サービス業
2335.T,37838820.0,33392150.0,True,キューブシステム,プライム（内国株式）,情報・通信業
2337.T,354512090.0,305957500.0,False,いちご,プライム（内国株式）,不動産業
2338.T,78010600.0,23077600.0,True,クオンタムソリューションズ,スタンダード（内国株式）,情報・通信業
2340.T,22065130.0,20034000.0,True,極楽湯ホールディングス,スタンダード（内国株式）,サービス業
2341.T,2451920.0,2347800.0,True,アルバイトタイムス,スタンダード（内国株式）,サービス業
2342.T,14071540.0,10745350.0,True,トランスジェニックグループ,スタンダード（内国株式）,サービス業
2345.T,8282180.0,8396200.0,True,ＨＯＤＬ１,スタンダード（内国株式）,情報・通信業
2349.T,10439360.0,858800.0,True,エヌアイデイ,スタンダード（内国株式）,情報・通信業
2351.T,2567120.0,1810800.0,True,ＡＳＪ,スタンダード（内国株式）,情報・通信業
2353.T,599106160.0,546986400.0,False,日本駐車場開発,プライム（内国株式）,不動産業
2354.T,712688100.0,614518800.0,False,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,情報・通信業
2359.T,29139680.0,28175850.0,True,コア,プライム（内国株式）,情報・通信業
2370.T,5427260.0,5547250.0,True,メディネット,グロース（内国株式）,サービス業
2371.T,1043890590.0,692493000.0,False,カカクコム,プライム（内国株式）,サービス業
2373.T,11843870.0,6138800.0,True,ケア２１,スタンダード（内国株式）,サービス業
2375.T,32831310.0,11472900.0,True,ギグワークス,スタンダード（内国株式）,サービス業
2376.T,3166550.0,675300.0,True,サイネックス,スタンダード（内国株式）,サービス業
2378.T,30669640.0,28550300.0,True,ルネサンス,プライム（内国株式）,サービス業
2379.T,421510830.0,413026150.0,False,ディップ,プライム（内国株式）,サービス業
2384.T,315341900.0,252476500.0,False,ＳＢＳホールディングス,プライム（内国株式）,陸運業
2385.T,5991220.0,4733150.0,True,総医研ホールディングス,グロース（内国株式）,サービス業
2388.T,2831510.0,1995050.0,True,ウェッジホールディングス,グロース（内国株式）,その他金融業
2391.T,5542700.0,3345900.0,True,プラネット,スタンダード（内国株式）,サービス業
2393.T,20141850.0,18806000.0,True,日本ケアサプライ,スタンダード（内国株式）,サービス業
2395.T,214850840.0,207643200.0,False,新日本科学,プライム（内国株式）,サービス業
2404.T,5314290.0,3541500.0,True,鉄人化ホールディングス,スタンダード（内国株式）,サービス業
2408.T,2616510.0,2301000.0,True,ＫＧ情報,スタンダード（内国株式）,サービス業
